Transaction ID,Customer ID,Transaction Date,Product ID,Category,Sub-category,Brand,Size,Color,Pattern,Material,Price,Discount
689,1012,2024-06-23,2474,Shirt,Casual,BrandE,S,Blue,Solid,Silk,37.39,15
690,1038,2024-07-10,2104,Shirt,Formal,BrandB,XL,Pink,Solid,Denim,47.56,10
691,1038,2024-12-02,2084,Skirt,Mini,BrandB,L,Black,Striped,Polyester,47.96,20
692,1059,2024-12-01,2639,Skirt,Midi,BrandC,S,Blue,Solid,Cotton,20.51,15
693,1012,2024-08-31,2510,Pants,Chinos,BrandA,L,Black,Printed,Polyester,34.23,10
694,1082,2024-02-10,2875,Pants,Shorts,BrandE,XS,Blue,Printed,Silk,51.34,15
695,1043,2024-06-01,2533,Dress,Casual,BrandD,M,White,Printed,Wool,90.48,0
696,1068,2024-05-15,2211,Pants,Jeans,BrandE,XL,Green,Striped,Cotton,62.64,5
697,1074,2024-04-22,2936,Pants,Chinos,BrandC,S,Blue,Striped,Wool,28.02,15
698,1006,2024-02-04,2441,Pants,Chinos,BrandD,M,Green,Solid,Wool,55.64,15
699,1049,2024-02-29,2705,Jacket,Leather,BrandD,S,Red,Printed,Wool,65.04,20
700,1017,2024-08-20,2456,Pants,Chinos,BrandB,S,White,Solid,Silk,25.32,15
701,1000,2024-04-25,2295,Shirt,Casual,BrandA,XS,White,Printed,Polyester,34.44,20
702,1057,2024-09-05,2029,Pants,Jeans,BrandD,M,White,Solid,Silk,58.84,10
703,1099,2024-10-21,2206,Jacket,Winter,BrandD,L,Green,Printed,Cotton,84.46,20
704,1028,2024-04-26,2757,Jacket,Denim,BrandD,L,White,Solid,Silk,82.9,10
705,1037,2024-12-26,2047,Dress,Casual,BrandD,S,White,Solid,Wool,49.66,15
706,1092,2024-05-07,2749,Pants,Shorts,BrandA,XS,White,Solid,Polyester,40.82,0
707,1017,2024-01-13,2641,Dress,Evening,BrandA,S,Black,Checked,Silk,94.88,20
708,1091,2024-09-23,2586,Dress,Casual,BrandC,XS,White,Checked,Silk,38.62,5
709,1021,2024-06-03,2750,Shirt,Formal,BrandA,M,Blue,Checked,Silk,42.53,15
710,1007,2024-06-16,2181,Dress,Evening,BrandB,XS,White,Striped,Polyester,65.28,0
711,1061,2024-10-19,2399,Jacket,Winter,BrandA,XS,Green,Printed,Denim,119.97,5
712,1025,2024-11-14,2328,Skirt,Maxi,BrandE,S,Green,Printed,Cotton,40.47,0
713,1089,2024-02-20,2408,Pants,Jeans,BrandD,XS,Pink,Striped,Cotton,68.77,5
714,1013,2024-07-23,2300,Dress,Casual,BrandE,XS,Blue,Solid,Cotton,33.96,20
715,1076,2024-06-09,2571,Dress,Casual,BrandE,M,Black,Solid,Polyester,31.16,0
716,1094,2024-06-02,2216,Pants,Chinos,BrandB,M,Pink,Checked,Polyester,33.59,0
717,1087,2024-11-14,2242,Shirt,Casual,BrandA,XS,Black,Printed,Polyester,40.91,15
718,1046,2024-07-03,2444,Shirt,Formal,BrandD,L,Green,Checked,Cotton,20.01,10
719,1013,2024-08-06,2498,Shirt,Casual,BrandB,XS,Pink,Checked,Cotton,21.49,10
720,1016,2024-05-15,2114,Jacket,Leather,BrandA,XS,Red,Checked,Denim,82.04,10
721,1033,2024-05-17,2881,Shirt,Casual,BrandC,M,White,Solid,Polyester,32.25,15
722,1030,2024-05-17,2374,Dress,Evening,BrandA,S,Yellow,Checked,Polyester,86.99,20
723,1033,2024-08-22,2038,Shirt,Casual,BrandA,XS,Red,Printed,Denim,36.55,0
724,1030,2024-10-08,2199,Jacket,Winter,BrandB,XS,White,Printed,Denim,111.18,10
725,1058,2024-07-07,2966,Dress,Party,BrandD,M,Green,Striped,Polyester,81.14,0
726,1079,2024-05-30,2180,Jacket,Denim,BrandB,XS,White,Printed,Cotton,149.96,5
727,1025,2024-04-04,2333,Shirt,Formal,BrandB,XL,Red,Printed,Denim,32.69,20
728,1032,2024-01-06,2549,Pants,Jeans,BrandA,S,Blue,Solid,Silk,57.03,20
729,1078,2024-02-14,2655,Shirt,Casual,BrandD,L,Green,Solid,Cotton,36.11,0
730,1044,2024-06-02,2252,Skirt,Mini,BrandD,S,Pink,Striped,Denim,30.11,10
731,1043,2024-09-01,2211,Pants,Chinos,BrandA,S,Pink,Checked,Silk,40.5,15
732,1056,2024-08-04,2461,Skirt,Midi,BrandE,M,White,Striped,Silk,21.89,5
733,1095,2024-08-06,2507,Dress,Evening,BrandC,S,Black,Striped,Cotton,62.28,20
734,1059,2024-03-10,2620,Skirt,Midi,BrandD,XS,Red,Striped,Denim,41.65,20
735,1096,2024-11-25,2843,Pants,Chinos,BrandA,M,Green,Solid,Denim,56.69,20
736,1057,2024-10-24,2600,Jacket,Winter,BrandD,L,Blue,Striped,Denim,78.33,10
737,1039,2024-07-01,2310,Skirt,Mini,BrandB,S,White,Striped,Denim,33.84,15
738,1076,2024-07-20,2483,Skirt,Maxi,BrandC,M,White,Printed,Polyester,29.6,20
739,1084,2024-07-22,2368,Dress,Party,BrandD,S,Black,Checked,Silk,48.28,20
740,1067,2024-03-03,2579,Shirt,Formal,BrandB,XS,Blue,Solid,Wool,45.73,20
741,1062,2024-12-20,2658,Skirt,Mini,BrandD,XL,Red,Striped,Wool,45.81,20
742,1013,2024-05-29,2957,Shirt,Formal,BrandD,S,White,Striped,Cotton,54.64,5
743,1053,2024-06-07,2787,Pants,Chinos,BrandB,M,Black,Solid,Polyester,47.97,20
744,1017,2024-09-22,2585,Jacket,Winter,BrandD,XS,Red,Striped,Polyester,117.66,5
745,1020,2024-12-30,2327,Pants,Jeans,BrandD,M,Black,Printed,Wool,36.61,5
746,1053,2024-02-18,2399,Jacket,Denim,BrandE,M,Black,Solid,Polyester,101.5,20
747,1017,2024-11-15,2255,Shirt,Formal,BrandD,M,Green,Solid,Wool,26.48,20
748,1007,2024-05-05,2314,Dress,Casual,BrandE,S,Yellow,Solid,Polyester,70.92,5
749,1006,2024-03-07,2889,Jacket,Denim,BrandE,XS,Blue,Printed,Cotton,89.0,15
750,1077,2024-03-19,2085,Pants,Shorts,BrandD,L,Yellow,Checked,Silk,45.02,15
751,1093,2024-08-17,2465,Skirt,Mini,BrandA,XS,White,Printed,Polyester,20.07,5
752,1032,2024-03-05,2273,Dress,Casual,BrandD,L,Yellow,Striped,Polyester,80.33,15
753,1009,2024-05-08,2177,Dress,Evening,BrandB,L,Yellow,Solid,Denim,48.29,20
754,1067,2024-09-06,2773,Shirt,Formal,BrandD,XL,Blue,Printed,Denim,20.79,10
755,1052,2024-04-07,2035,Skirt,Midi,BrandC,L,Green,Checked,Cotton,21.05,10
756,1025,2024-12-22,2584,Jacket,Denim,BrandB,M,Red,Striped,Cotton,61.65,5
757,1068,2024-12-14,2880,Shirt,Formal,BrandA,XL,Blue,Striped,Wool,29.48,0
758,1074,2024-08-24,2842,Dress,Party,BrandC,S,White,Checked,Denim,50.87,10
759,1055,2024-02-28,2108,Dress,Evening,BrandA,XS,Pink,Striped,Wool,68.84,5
760,1008,2024-06-25,2210,Jacket,Denim,BrandB,M,Blue,Printed,Denim,138.55,15
761,1036,2024-06-14,2210,Shirt,Formal,BrandB,XL,Blue,Checked,Denim,44.38,5
762,1052,2024-12-16,2363,Jacket,Denim,BrandE,L,Green,Printed,Wool,69.66,0
763,1098,2024-05-16,2628,Skirt,Maxi,BrandD,XL,Blue,Checked,Polyester,34.47,5
764,1040,2024-06-16,2314,Dress,Casual,BrandC,XS,White,Striped,Polyester,52.47,5
765,1096,2024-11-28,2705,Pants,Chinos,BrandE,M,Yellow,Checked,Denim,51.43,15
766,1012,2024-06-08,2018,Skirt,Mini,BrandD,XL,Red,Solid,Wool,37.22,15
767,1054,2024-07-14,2232,Dress,Evening,BrandE,XL,White,Striped,Denim,54.95,5
768,1030,2024-10-17,2684,Skirt,Mini,BrandC,XS,Green,Checked,Polyester,39.03,0
769,1013,2024-12-01,2498,Jacket,Winter,BrandE,XS,Yellow,Striped,Silk,96.63,0
770,1044,2024-06-30,2540,Dress,Evening,BrandB,S,Blue,Striped,Cotton,37.99,15
771,1063,2024-07-15,2995,Jacket,Leather,BrandE,XL,Pink,Striped,Wool,77.1,0
772,1024,2024-05-22,2745,Dress,Party,BrandD,S,Yellow,Solid,Wool,69.53,0
773,1064,2024-10-17,2773,Skirt,Maxi,BrandB,S,White,Solid,Denim,28.25,10
774,1015,2024-01-28,2487,Pants,Shorts,BrandC,XS,Pink,Solid,Cotton,66.59,15
775,1031,2024-01-19,2439,Skirt,Midi,BrandB,M,Pink,Checked,Wool,47.62,5
776,1032,2024-06-24,2875,Jacket,Winter,BrandC,L,Green,Checked,Wool,67.68,5
777,1022,2024-07-26,2907,Dress,Evening,BrandD,XS,Pink,Solid,Polyester,83.47,20
778,1008,2024-01-01,2639,Skirt,Maxi,BrandB,M,Black,Printed,Wool,26.68,0
779,1001,2024-05-19,2189,Pants,Chinos,BrandA,L,Black,Printed,Polyester,25.05,5
780,1087,2024-02-15,2163,Shirt,Formal,BrandC,XL,Blue,Striped,Polyester,39.17,5
781,1055,2024-04-02,2434,Skirt,Maxi,BrandD,L,Red,Solid,Silk,49.04,20
782,1039,2024-10-26,2151,Shirt,Casual,BrandE,S,Pink,Checked,Polyester,37.61,20
783,1091,2024-06-27,2082,Jacket,Denim,BrandE,S,Pink,Solid,Polyester,54.92,0
784,1042,2024-07-23,2813,Skirt,Midi,BrandC,S,Yellow,Solid,Denim,27.73,5
785,1098,2024-12-27,2927,Dress,Party,BrandD,XS,Pink,Solid,Wool,40.28,20
786,1026,2024-04-12,2708,Jacket,Leather,BrandC,XS,Red,Solid,Wool,119.0,5
787,1000,2024-06-29,2005,Jacket,Winter,BrandB,S,Black,Printed,Polyester,126.53,20
788,1057,2024-06-08,2753,Dress,Casual,BrandA,XL,Black,Checked,Denim,95.14,5
789,1055,2024-06-17,2167,Skirt,Mini,BrandD,XS,Black,Striped,Wool,35.14,5
790,1050,2024-10-22,2063,Skirt,Maxi,BrandC,S,Yellow,Checked,Silk,41.39,20
791,1047,2024-12-24,2315,Jacket,Winter,BrandB,XS,Blue,Solid,Polyester,105.4,0
792,1091,2024-04-01,2452,Jacket,Winter,BrandD,M,Blue,Checked,Polyester,140.59,15
793,1099,2024-09-20,2134,Shirt,Formal,BrandB,L,Black,Striped,Denim,38.27,0
794,1029,2024-11-05,2047,Dress,Casual,BrandC,XS,Yellow,Striped,Cotton,36.85,20
795,1040,2024-04-03,2278,Jacket,Winter,BrandD,XL,Green,Checked,Silk,115.25,10
796,1032,2024-10-31,2647,Skirt,Midi,BrandC,XS,Pink,Printed,Wool,26.94,0
797,1062,2024-07-03,2494,Shirt,Formal,BrandE,M,Green,Printed,Polyester,49.05,0
798,1073,2024-09-21,2931,Pants,Shorts,BrandB,L,Green,Printed,Silk,50.5,5
799,1005,2024-01-21,2485,Jacket,Winter,BrandE,M,Black,Striped,Polyester,80.4,15
800,1003,2024-04-06,2843,Skirt,Mini,BrandC,S,Pink,Printed,Cotton,36.07,0
801,1056,2024-09-27,2479,Skirt,Maxi,BrandA,XL,Yellow,Checked,Polyester,25.12,20
802,1013,2024-11-15,2893,Dress,Party,BrandD,XL,Black,Striped,Wool,60.05,20
803,1037,2024-09-21,2186,Dress,Evening,BrandC,L,Green,Striped,Silk,36.77,20
804,1028,2024-04-09,2603,Pants,Shorts,BrandE,S,Red,Printed,Denim,28.68,20
805,1055,2024-11-02,2326,Dress,Party,BrandB,L,Pink,Striped,Wool,55.52,15
806,1079,2024-08-03,2377,Dress,Casual,BrandE,XS,Yellow,Striped,Wool,33.44,5
807,1042,2024-03-03,2285,Shirt,Formal,BrandC,S,Green,Printed,Cotton,58.28,10
808,1093,2024-04-17,2621,Jacket,Leather,BrandE,L,White,Striped,Polyester,123.53,20
809,1029,2024-05-04,2498,Skirt,Midi,BrandA,M,White,Striped,Denim,27.66,0
810,1038,2024-12-18,2811,Dress,Casual,BrandB,L,Green,Checked,Silk,89.46,10
811,1055,2024-02-15,2714,Skirt,Mini,BrandC,XL,Pink,Printed,Wool,37.94,5
812,1051,2024-01-12,2306,Shirt,Formal,BrandB,S,Red,Striped,Denim,50.04,15
813,1090,2024-07-22,2512,Shirt,Casual,BrandA,XS,Yellow,Striped,Wool,32.75,10
814,1004,2024-10-16,2608,Skirt,Midi,BrandB,S,White,Solid,Denim,32.91,15
815,1005,2024-11-19,2058,Dress,Party,BrandA,XS,Black,Checked,Wool,97.5,0
816,1009,2024-05-02,2354,Shirt,Formal,BrandA,L,Pink,Solid,Denim,31.12,5
817,1065,2024-11-21,2855,Pants,Jeans,BrandB,XS,Blue,Printed,Denim,54.64,20
818,1034,2024-03-08,2324,Jacket,Leather,BrandB,XL,Black,Checked,Denim,56.34,0
819,1070,2024-06-11,2718,Jacket,Winter,BrandE,M,Red,Printed,Denim,80.22,0
820,1093,2024-11-11,2292,Pants,Chinos,BrandA,L,Red,Checked,Wool,53.53,5
821,1087,2024-04-07,2589,Skirt,Midi,BrandC,M,Pink,Solid,Polyester,32.27,5
822,1092,2024-07-08,2974,Pants,Chinos,BrandB,L,Black,Printed,Denim,62.24,20
823,1006,2024-12-23,2399,Dress,Casual,BrandB,L,Blue,Striped,Wool,47.32,0
824,1044,2024-07-04,2898,Skirt,Mini,BrandE,XL,Red,Solid,Cotton,24.58,10
825,1055,2024-10-11,2834,Pants,Chinos,BrandD,XS,Red,Printed,Wool,69.0,20
826,1069,2024-06-19,2557,Dress,Party,BrandE,XS,White,Solid,Cotton,48.37,10
827,1061,2024-01-07,2906,Skirt,Maxi,BrandA,XL,Black,Solid,Wool,24.06,10
828,1008,2024-02-23,2096,Jacket,Denim,BrandB,XS,Blue,Striped,Wool,63.77,20
829,1098,2024-09-03,2394,Jacket,Leather,BrandA,L,Green,Checked,Denim,96.05,10
830,1031,2024-06-20,2894,Dress,Casual,BrandA,XL,Pink,Solid,Wool,56.57,10
831,1095,2024-06-04,2837,Pants,Shorts,BrandE,L,Pink,Printed,Wool,52.6,0
832,1001,2024-12-28,2675,Pants,Chinos,BrandB,S,Green,Striped,Cotton,62.17,10
833,1058,2024-07-21,2226,Pants,Jeans,BrandC,XS,Blue,Striped,Wool,58.93,10
834,1078,2024-05-13,2551,Jacket,Winter,BrandC,M,Green,Solid,Wool,108.29,10
835,1040,2024-03-12,2916,Shirt,Formal,BrandB,S,Yellow,Solid,Denim,46.91,20
836,1085,2024-12-29,2079,Shirt,Formal,BrandA,L,Red,Solid,Polyester,59.27,5
837,1100,2024-02-12,2683,Pants,Jeans,BrandA,XS,White,Printed,Wool,35.8,5
838,1070,2024-10-09,2253,Jacket,Leather,BrandB,XL,Black,Printed,Denim,119.82,0
839,1054,2024-01-03,2825,Skirt,Mini,BrandB,XL,Blue,Solid,Polyester,45.98,0
840,1013,2024-07-30,2061,Shirt,Casual,BrandA,XL,White,Checked,Denim,39.94,0
841,1006,2024-02-03,2284,Pants,Jeans,BrandD,M,White,Striped,Cotton,26.74,10
842,1012,2024-05-10,2473,Pants,Shorts,BrandA,XS,Black,Printed,Cotton,60.74,20
843,1086,2024-01-01,2905,Pants,Jeans,BrandE,XS,Pink,Printed,Polyester,55.35,20
844,1034,2024-03-01,2548,Dress,Party,BrandA,XL,Green,Striped,Polyester,99.96,5
845,1007,2024-12-26,2362,Pants,Shorts,BrandD,XS,Red,Checked,Polyester,66.4,0
846,1044,2024-05-13,2983,Pants,Jeans,BrandB,L,Blue,Solid,Polyester,53.86,5
847,1047,2024-02-24,2988,Dress,Evening,BrandA,M,Green,Printed,Cotton,65.72,5
848,1020,2024-07-16,2591,Jacket,Denim,BrandC,L,Yellow,Solid,Polyester,58.95,10
849,1070,2024-07-10,2648,Skirt,Maxi,BrandE,L,White,Printed,Polyester,40.05,5
850,1094,2024-11-03,2324,Skirt,Midi,BrandE,M,Green,Checked,Wool,40.13,5
851,1002,2024-09-18,2000,Jacket,Winter,BrandB,M,Black,Solid,Wool,74.57,20
852,1059,2024-01-15,2801,Pants,Shorts,BrandA,L,Yellow,Striped,Wool,66.7,10
853,1055,2024-12-31,2894,Dress,Evening,BrandE,S,Yellow,Checked,Polyester,70.81,5
854,1065,2024-04-05,2258,Dress,Evening,BrandB,S,Red,Striped,Cotton,50.94,0
855,1042,2024-01-14,2053,Skirt,Mini,BrandE,L,Yellow,Striped,Cotton,34.11,10
856,1047,2024-04-24,2471,Jacket,Leather,BrandB,M,Blue,Printed,Denim,138.6,5
857,1061,2024-11-13,2131,Pants,Jeans,BrandB,M,Black,Checked,Silk,45.79,5
858,1062,2024-06-13,2918,Pants,Jeans,BrandC,L,Black,Striped,Silk,52.63,5
859,1022,2024-08-31,2091,Jacket,Denim,BrandE,M,Blue,Striped,Polyester,74.41,20
860,1027,2024-01-27,2852,Shirt,Formal,BrandE,XL,Green,Striped,Denim,41.89,20
861,1072,2024-04-24,2482,Jacket,Leather,BrandE,XL,Black,Solid,Polyester,112.74,5
862,1000,2024-11-06,2425,Shirt,Formal,BrandC,L,Blue,Striped,Denim,49.72,20
863,1025,2024-10-12,2037,Skirt,Midi,BrandC,XL,Black,Checked,Silk,33.53,20
864,1022,2024-09-30,2305,Dress,Evening,BrandA,L,Yellow,Solid,Wool,52.28,0
865,1066,2024-03-13,2391,Pants,Jeans,BrandD,S,Green,Printed,Polyester,65.71,15
866,1098,2024-05-13,2057,Dress,Casual,BrandE,S,Yellow,Printed,Denim,30.66,20
867,1099,2024-02-17,2900,Jacket,Leather,BrandC,S,Yellow,Printed,Silk,143.97,15
868,1048,2024-03-16,2230,Shirt,Formal,BrandC,XS,White,Striped,Polyester,22.15,20
869,1080,2024-08-04,2527,Jacket,Leather,BrandA,L,Pink,Striped,Wool,91.58,5
870,1085,2024-12-18,2213,Pants,Shorts,BrandD,XS,Green,Striped,Denim,50.1,20
871,1000,2024-06-06,2664,Shirt,Formal,BrandB,S,Pink,Printed,Wool,23.84,15
872,1044,2024-04-10,2205,Jacket,Denim,BrandE,M,Red,Striped,Polyester,59.95,10
873,1008,2024-08-02,2562,Jacket,Denim,BrandD,XL,Blue,Checked,Wool,62.4,20
874,1083,2024-03-31,2116,Dress,Casual,BrandA,L,Black,Striped,Cotton,95.61,20
875,1064,2024-11-20,2572,Shirt,Formal,BrandD,M,Red,Checked,Denim,46.53,5
876,1095,2024-03-14,2048,Dress,Party,BrandE,S,Blue,Solid,Polyester,95.97,15
877,1089,2024-04-15,2881,Dress,Casual,BrandB,S,White,Printed,Denim,68.22,10
878,1043,2024-08-30,2482,Jacket,Winter,BrandA,L,Red,Printed,Wool,133.58,5
879,1058,2024-07-15,2392,Dress,Party,BrandB,S,White,Solid,Cotton,68.3,0
880,1006,2024-11-21,2659,Shirt,Formal,BrandB,S,Red,Solid,Wool,32.51,10
881,1081,2024-08-02,2488,Dress,Casual,BrandE,S,White,Checked,Denim,42.02,15
882,1006,2024-07-03,2183,Jacket,Winter,BrandB,L,White,Checked,Polyester,109.66,20
883,1082,2024-06-05,2793,Shirt,Casual,BrandE,M,Blue,Checked,Wool,57.18,10
884,1065,2024-11-04,2666,Shirt,Formal,BrandA,XS,Yellow,Striped,Wool,35.06,10
885,1006,2024-02-11,2481,Pants,Jeans,BrandC,S,Pink,Printed,Wool,65.58,20
886,1059,2024-05-06,2389,Shirt,Formal,BrandB,XS,Green,Printed,Silk,39.13,20
887,1099,2024-04-05,2960,Jacket,Denim,BrandB,XS,Pink,Solid,Wool,81.56,5
888,1020,2024-06-04,2438,Dress,Evening,BrandE,L,White,Striped,Cotton,65.97,20
889,1011,2024-12-01,2620,Pants,Shorts,BrandD,XL,Black,Striped,Silk,31.52,15
890,1064,2024-03-28,2401,Skirt,Mini,BrandC,S,Green,Checked,Polyester,27.95,15
891,1019,2024-05-24,2866,Jacket,Winter,BrandD,L,White,Striped,Cotton,57.29,5
892,1012,2024-11-23,2920,Shirt,Casual,BrandA,M,Black,Checked,Silk,51.06,15
893,1010,2024-06-19,2740,Pants,Jeans,BrandC,S,Pink,Solid,Cotton,29.76,15
894,1041,2024-09-27,2619,Dress,Casual,BrandA,XL,Pink,Solid,Cotton,93.76,20
895,1030,2024-03-30,2915,Shirt,Formal,BrandC,S,White,Printed,Polyester,23.39,15
896,1038,2024-07-22,2475,Dress,Evening,BrandD,XL,Black,Striped,Polyester,35.42,0
897,1037,2024-06-14,2015,Shirt,Formal,BrandC,XS,Blue,Striped,Silk,31.53,0
898,1009,2024-06-05,2238,Skirt,Mini,BrandD,M,Black,Striped,Wool,33.91,20
899,1063,2024-08-24,2866,Shirt,Casual,BrandE,S,Yellow,Striped,Silk,50.8,10
900,1009,2024-06-17,2731,Dress,Casual,BrandC,M,Yellow,Striped,Cotton,66.65,20
901,1049,2024-03-24,2123,Jacket,Winter,BrandE,XS,Pink,Printed,Silk,59.86,10
902,1071,2024-03-15,2065,Jacket,Winter,BrandB,S,Blue,Checked,Cotton,55.01,10
903,1072,2024-06-28,2922,Shirt,Formal,BrandA,XL,Blue,Striped,Polyester,22.98,20
904,1034,2024-12-18,2240,Pants,Chinos,BrandD,S,Pink,Printed,Silk,66.92,0
905,1070,2024-05-26,2785,Shirt,Formal,BrandA,XL,Yellow,Printed,Silk,38.58,5
906,1044,2024-10-01,2057,Jacket,Leather,BrandD,XL,Yellow,Striped,Wool,148.39,0
907,1065,2024-04-07,2046,Dress,Evening,BrandA,XL,Black,Striped,Polyester,81.4,20
908,1072,2024-08-09,2535,Shirt,Casual,BrandC,L,Blue,Printed,Cotton,47.48,15
909,1048,2024-05-23,2852,Pants,Shorts,BrandB,XS,Yellow,Checked,Denim,40.31,15
910,1016,2024-01-16,2788,Pants,Chinos,BrandC,XL,Pink,Checked,Silk,49.51,0
911,1047,2024-08-04,2285,Pants,Chinos,BrandE,L,Yellow,Checked,Denim,62.25,15
912,1065,2024-10-16,2138,Shirt,Casual,BrandB,M,Pink,Striped,Silk,46.81,15
913,1043,2024-04-26,2018,Jacket,Leather,BrandB,S,Black,Checked,Polyester,148.16,10
914,1051,2024-11-12,2019,Shirt,Casual,BrandE,M,Pink,Striped,Denim,59.25,5
915,1062,2024-09-11,2009,Dress,Evening,BrandA,M,Yellow,Printed,Cotton,47.26,20
916,1055,2024-06-16,2276,Pants,Jeans,BrandB,XS,Yellow,Solid,Silk,48.28,5
917,1031,2024-05-16,2464,Jacket,Winter,BrandD,L,Blue,Printed,Denim,124.06,10
918,1092,2024-08-18,2476,Skirt,Midi,BrandA,L,Black,Printed,Silk,22.4,15
919,1053,2024-11-08,2995,Shirt,Casual,BrandB,XS,White,Striped,Silk,54.9,5
920,1092,2024-07-21,2275,Skirt,Midi,BrandE,XL,White,Striped,Denim,24.9,20
921,1048,2024-10-25,2413,Dress,Casual,BrandC,S,Yellow,Printed,Silk,53.02,10
922,1059,2024-08-09,2156,Dress,Casual,BrandC,L,Blue,Checked,Cotton,52.81,5
923,1013,2024-03-06,2713,Shirt,Casual,BrandB,L,Red,Striped,Cotton,37.68,0
924,1011,2024-04-28,2918,Dress,Evening,BrandB,S,Pink,Printed,Silk,75.08,0
925,1016,2024-04-26,2077,Jacket,Leather,BrandA,XL,White,Striped,Silk,136.63,15
926,1066,2024-03-19,2115,Shirt,Formal,BrandC,M,Pink,Checked,Polyester,27.5,20
927,1035,2024-06-20,2559,Skirt,Mini,BrandB,M,Pink,Checked,Polyester,25.21,0
928,1042,2024-11-18,2021,Shirt,Casual,BrandA,XL,Red,Striped,Cotton,31.31,20
929,1085,2024-12-03,2697,Jacket,Winter,BrandE,S,Yellow,Checked,Silk,142.9,10
930,1053,2024-08-02,2074,Dress,Casual,BrandD,XS,Green,Striped,Cotton,55.55,10
931,1041,2024-03-30,2993,Shirt,Formal,BrandB,XL,Red,Checked,Polyester,45.53,20
932,1005,2024-07-11,2444,Pants,Chinos,BrandD,L,Pink,Checked,Silk,54.19,5
933,1006,2024-04-30,2280,Dress,Party,BrandD,S,Red,Checked,Denim,43.65,0
934,1051,2024-10-20,2199,Jacket,Denim,BrandC,L,Green,Checked,Wool,65.85,10
935,1048,2024-02-20,2461,Jacket,Leather,BrandA,S,Red,Solid,Silk,74.72,15
936,1031,2024-09-20,2156,Skirt,Midi,BrandE,M,Green,Printed,Cotton,33.05,0
937,1056,2024-01-20,2508,Jacket,Winter,BrandB,XL,Green,Printed,Polyester,139.72,5
938,1050,2024-07-27,2281,Skirt,Mini,BrandD,M,White,Checked,Silk,40.2,20
939,1002,2024-08-24,2345,Jacket,Winter,BrandC,XS,White,Striped,Polyester,88.71,20
940,1097,2024-05-28,2836,Pants,Shorts,BrandB,L,Pink,Striped,Cotton,57.63,0
941,1095,2024-11-18,2855,Pants,Chinos,BrandE,XL,Red,Striped,Denim,62.59,5
942,1041,2024-11-12,2975,Shirt,Formal,BrandC,S,Pink,Striped,Wool,20.06,15
943,1056,2024-06-25,2374,Pants,Shorts,BrandB,L,Pink,Solid,Polyester,41.42,20
944,1080,2024-09-15,2023,Dress,Evening,BrandB,M,Red,Printed,Cotton,87.45,15
945,1030,2024-08-21,2639,Shirt,Formal,BrandC,XL,Pink,Solid,Wool,59.43,10
946,1048,2024-04-19,2613,Skirt,Maxi,BrandB,M,Yellow,Printed,Polyester,21.76,5
947,1077,2024-08-20,2488,Pants,Chinos,BrandA,L,Green,Solid,Silk,29.61,5
948,1095,2024-08-26,2546,Jacket,Leather,BrandB,L,Red,Checked,Polyester,61.84,15
949,1029,2024-01-26,2879,Dress,Evening,BrandA,XS,Yellow,Checked,Polyester,40.47,10
950,1071,2024-10-03,2578,Jacket,Leather,BrandD,L,Black,Checked,Silk,111.16,15
951,1098,2024-11-10,2233,Shirt,Formal,BrandB,M,Black,Checked,Cotton,34.17,10
952,1095,2024-09-26,2492,Dress,Casual,BrandB,M,Green,Solid,Wool,53.41,15
953,1047,2024-09-03,2078,Pants,Jeans,BrandB,S,Blue,Checked,Polyester,62.71,10
954,1014,2024-07-12,2416,Dress,Casual,BrandB,XL,Blue,Solid,Denim,70.15,20
955,1095,2024-12-30,2390,Shirt,Casual,BrandC,S,Black,Printed,Silk,25.59,0
956,1002,2024-10-20,2900,Jacket,Denim,BrandD,M,Green,Striped,Silk,117.23,20
957,1059,2024-08-18,2223,Pants,Chinos,BrandB,S,Black,Printed,Cotton,47.87,5
958,1077,2024-08-26,2358,Skirt,Midi,BrandC,XL,Yellow,Checked,Silk,29.53,5
959,1003,2024-07-06,2070,Skirt,Maxi,BrandC,XS,Black,Checked,Denim,27.58,5
960,1091,2024-06-04,2244,Pants,Chinos,BrandC,L,Green,Solid,Wool,60.83,10
961,1071,2024-05-30,2655,Dress,Party,BrandE,S,Green,Printed,Wool,53.01,0
962,1022,2024-08-17,2478,Jacket,Denim,BrandD,S,Pink,Striped,Polyester,76.58,5
963,1061,2024-03-02,2382,Skirt,Midi,BrandD,S,Yellow,Solid,Polyester,33.99,0
964,1088,2024-08-19,2823,Dress,Party,BrandE,S,Black,Striped,Cotton,80.34,10
965,1041,2024-07-23,2097,Dress,Casual,BrandC,M,Black,Checked,Wool,61.76,20
966,1052,2024-02-18,2537,Jacket,Winter,BrandC,S,Green,Checked,Wool,145.13,5
967,1064,2024-09-03,2391,Pants,Shorts,BrandB,XL,Pink,Solid,Denim,56.67,15
968,1009,2024-06-19,2041,Shirt,Formal,BrandB,L,Green,Striped,Cotton,59.55,0
969,1078,2024-06-14,2804,Skirt,Maxi,BrandD,M,Yellow,Solid,Cotton,24.34,20
970,1071,2024-06-16,2022,Shirt,Formal,BrandD,S,White,Solid,Silk,26.8,0
971,1085,2024-10-04,2323,Dress,Party,BrandC,S,Green,Solid,Polyester,84.07,10
972,1001,2024-01-09,2943,Pants,Shorts,BrandA,M,Pink,Printed,Denim,40.79,20
